"logFC","AveExpr","t","P.Value","adj.P.Val","B"
2.23152809798439,1.49962175107606,22.0509704653301,4.09903103404391e-08,0.000513239675772639,8.12650793994677
1.67077592911677,2.20783390291759,18.0493885179298,1.80496994310582e-07,0.00084031969913744,7.23941896256123
1.52038118836564,3.02372567507169,17.7839009655806,2.01338479148017e-07,0.00084031969913744,7.16761888375027
1.4494863550379,2.72055936136056,16.6514081474452,3.2680568412009e-07,0.00102298349271691,6.83902984879688
1.92006638224226,1.07769467712801,15.0006479043572,7.02573165625128e-07,0.00175938372135845,6.28645430807343
1.49937231961602,1.44239008415144,13.1672166075869,1.81504407848244e-06,0.00344321847099234,5.54782914533631
3.62678376582723,4.8326475836761,13.0607983996251,1.924968396849e-06,0.00344321847099234,5.50023984650238
1.52184197219937,3.34178141071495,12.810171650565,2.21479059945993e-06,0.00346642413697972,5.38590732717484
2.99263844880137,3.02476251116172,12.3092411833206,2.95415307526788e-06,0.00398345018793224,5.14751899789204
1.50944735887654,2.12805151445839,12.1832946931296,3.18141537251996e-06,0.00398345018793224,5.08542582485131
1.91737243183507,2.98031239639205,11.7794581386867,4.05428810357134e-06,0.00461488557680152,4.88019569047863
4.02956413985531,6.59126295290633,11.4976454941531,4.82341007566612e-06,0.00476268475315431,4.73121987711991
0.885208734149578,1.88442670370707,11.4577969285994,4.94488473692245e-06,0.00476268475315431,4.709759113985
0.946163451880562,1.94978827526325,11.2181153800175,5.75244226050642e-06,0.00480209754651422,4.5785528953399
1.17341509619145,4.63694778954975,11.2180035252332,5.75285226401352e-06,0.00480209754651422,4.57849080205311
0.931129613492172,3.3428991866011,10.9800462818539,6.7045265965198e-06,0.0051685285748325,4.44453179074771
2.95131998889482,5.75639884052904,10.9100286780565,7.01740961362131e-06,0.0051685285748325,4.40439507930681
0.940939026110357,5.59019247993527,10.6617023747153,8.26719781330327e-06,0.00528537534368996,4.25933231180209
1.4435048009626,2.96305761436039,10.6286732317141,8.45156186025504e-06,0.00528537534368996,4.23971345874063
1.26804165501068,4.35435556212651,10.5977215931003,8.62853709197539e-06,0.00528537534368996,4.22125839095078
1.85885640122102,1.24712118481468,10.5557032680278,8.87549921428824e-06,0.00528537534368996,4.19609545624973
0.85753573031801,3.44883549836882,10.4885848484226,9.28665901774452e-06,0.00528537534368996,4.15563821907768
0.834897008523255,4.04009560956778,10.420232898041,9.72752968971822e-06,0.0052955825758679,4.1141020830898
1.97830613359388,2.53535274067276,10.3215044589556,1.04065004862524e-05,0.00542915802451529,4.05350229289412
2.01893911847458,1.57265874055411,10.1600067575307,1.16351960082081e-05,0.00582737156875094,3.95280896251476
0.706029024248087,1.43433602383282,10.037288547795,1.26782448399604e-05,0.00606651962959221,3.87496991938019
0.878331383390757,3.74327452421752,9.99283416380684,1.30817051352919e-05,0.00606651962959221,3.8464859604127
0.945456686520523,1.33433441792796,9.87255703358563,1.42476155772779e-05,0.0063712283801106,3.76864264195676
1.59213102814381,2.55826067515989,9.65046834010992,1.6720618121218e-05,0.00717706173141787,3.62186869819607
2.58792159158995,5.53456748956479,9.61201340565782,1.71960587766581e-05,0.00717706173141787,3.59604642256655
1.00527003619541,1.55662175752866,9.49601517319688,1.87247629221653e-05,0.00756299214672361,3.51741016312587
0.761559807870115,1.5803188205242,9.38250054336129,2.0370006518863e-05,0.0079536569385145,3.43936054591876
0.843970262710011,4.63803746835018,9.26982403195793,2.21653279572143e-05,0.0079536569385145,3.36079498739189
1.05742076723345,1.86658544704378,9.24829785986835,2.25281583046717e-05,0.0079536569385145,3.34566011816045
1.39826760701847,4.76086317469121,9.24463069238796,2.25906318407753e-05,0.0079536569385145,3.34307772509978
0.681735767683594,3.05559310032683,9.22847909338624,2.28681135521541e-05,0.0079536569385145,3.33168986179296
1.32812959619648,2.26655599104658,9.00831767594504,2.70584146863614e-05,0.009011322373989,3.17415488661608
0.895343972821907,2.97438479817255,8.9647177242488,2.79867961870847e-05,0.009011322373989,3.14243968999759
1.09360123384403,3.85520628199184,8.94763295682476,2.83602880376753e-05,0.009011322373989,3.1299646549563
1.51715783066283,3.35445583492053,8.92838125252445,2.87878679785608e-05,0.009011322373989,3.115875279449
0.65929334614727,4.7465111266909,8.88305279139216,2.98234681432384e-05,0.0091077962102802,3.08256680860557
0.975610557080811,0.81263076167608,8.7690407926047,3.26180552695307e-05,0.00972406357213796,2.99794360532095
0.698723067675615,1.96565160853083,8.70652210681753,3.4274412438639e-05,0.00998023065451625,2.95102138933411
0.924684479271885,0.848908118951225,8.66294513463006,3.54847032628674e-05,0.0100978174898719,2.91809562482834
0.619477353145672,6.0042646914121,8.625427007691,3.65651916167386e-05,0.0101740614274041,2.88960198934356
1.73993310266812,4.23481473895222,8.58386042904033,3.78055585897021e-05,0.010290508676123,2.85787516806488
0.97881126673218,2.48446951292039,8.50350559270217,4.03394272353298e-05,0.0105637688904049,2.79606572215658
0.665422077576855,3.25708351851266,8.49870163086231,4.04968378515641e-05,0.0105637688904049,2.79235045762637
0.902070837149869,0.779105475768894,8.37884615086408,4.46559497056716e-05,0.0114109621686676,2.69891790793012
1.61889032338013,3.06768537988179,8.28663420272329,4.81824262459736e-05,0.0119270476364863,2.62605602961675
0.952651604490504,7.46474254830301,8.27669663112061,4.85807387158216e-05,0.0119270476364863,2.61815239655461
2.14431201304852,3.4809914317229,8.23309399119491,5.03725419786546e-05,0.0121291268868218,2.58335487858579
1.69164481506001,1.59119584134601,8.14963624517237,5.40123855058947e-05,0.0127601713003643,2.51620570807558
0.745304110545926,3.32108860195915,8.1046450289169,5.60961619684983e-05,0.013007037851992,2.47970663770597
1.59768295835193,4.94022459756411,7.92407807932339,6.54139562181245e-05,0.0147118016541313,2.33107574156554
0.797199670801567,1.08607737008847,7.91725893222401,6.57983302157458e-05,0.0147118016541313,2.32539450949988
0.635202900278897,3.23607829944374,7.88420414121413,6.76977033123736e-05,0.0148709288276181,2.29778447701427
1.15066509482874,5.38542173448476,7.83451255173929,7.06695683488112e-05,0.0150116979361241,2.25605515547107
0.873263797437071,5.75252746192503,7.8250566141894,7.12514680363586e-05,0.0150116979361241,2.24808391378249
1.02353051672312,3.02525571722302,7.80984369498255,7.21989233794947e-05,0.0150116979361241,2.23523908507335
1.25175469838332,2.41647391925703,7.79504346577479,7.31342204379499e-05,0.0150116979361241,2.22271836670537
0.665960599853947,2.68596048226948,7.72912730527376,7.74676965353265e-05,0.0156447262632068,2.16666153517178
0.932736965916956,5.18109867282451,7.68756756681723,8.03472439814209e-05,0.0159686959030376,2.13107050507704
0.606875954800747,1.69396115660768,7.62662912605587,8.47883881890366e-05,0.0165880532580457,2.07853469947186
1.50178808623975,1.12466665569864,7.59580821378879,8.71386114530366e-05,0.0167855777538996,2.05180439172217
0.61129206058667,7.6814895853698,7.4707486217501,9.74513391917766e-05,0.018486680731403,1.94223309178917
0.607002113535943,2.48069250598324,7.4541213252125,9.89224190563056e-05,0.018486680731403,1.92752971761418
0.636422367756833,7.60558600756901,7.43336848423456,0.000100793424949313,0.0185593304969168,1.90913322619353
0.641386527440109,1.97359671972365,7.3936054549729,0.000104489802778586,0.0188053944514779,1.87374509242661
1.26830533709928,1.62362938096423,7.38607517943333,0.000105206738770257,0.0188053944514779,1.86702254615968
0.757999062772046,5.4181257381377,7.37123786389843,0.000106635492856396,0.0188053944514779,1.85375731435304
0.775497865508631,1.55837320191233,7.32987674333655,0.000110734088214268,0.0192569655351507,1.81664207011932
0.704853605891962,5.9914347650533,7.17799678301165,0.000127365928509744,0.0216250030911803,1.67861077521039
0.859339727385373,4.09711924779219,7.16494478662503,0.000128920569435874,0.0216250030911803,1.66661973050168
1.88764128604118,2.51214197994529,7.15630464284801,0.000129961355297947,0.0216250030911803,1.65867057015482
0.598446764095113,3.71906368979821,7.14109535582233,0.000131816315355445,0.0216250030911803,1.64465562869098
0.549426260494474,1.21758646556839,7.13162224750113,0.000132986601551065,0.0216250030911803,1.63591221619323
0.624679668342447,4.73739756293653,7.09866547542143,0.000137149247825054,0.0220159709233013,1.60540885591019
1.07119467248195,3.14462335073382,7.03971246721621,0.000144962993567033,0.0229757169930737,1.55051272763332
0.680579091238387,1.54564799280966,7.02377355435472,0.000147159975101866,0.0230323756031308,1.53559716801223
