"logFC","AveExpr","t","P.Value","adj.P.Val","B"
6.34407569160296,3.37385912311219,28.7222793010192,6.21019983859189e-09,8.69117467410935e-05,9.15736752966306
2.07833721134804,3.17853689021233,22.8486442858706,3.38342854399718e-08,0.000236755412366202,8.33985462253841
2.25178868328633,2.19183167769978,16.3918590704868,3.88909613276747e-07,0.00179138378139819,6.78724920335404
3.42384652131798,2.36960049884303,15.7856835648451,5.12006797112737e-07,0.00179138378139819,6.58560439185934
1.28146182630217,3.55146274139637,14.6095749110997,8.99323285329059e-07,0.00225805049432307,6.1568316505734
1.89091217168268,3.84225832114139,14.1829636271583,1.11496243052081e-06,0.00225805049432307,5.9878535860203
1.2716734620034,4.57995438265645,14.1577513790223,1.12942861452386e-06,0.00225805049432307,5.97762698475081
2.22232803777198,1.13421016890729,13.6484940096599,1.47225822487802e-06,0.00257553173214599,5.76507541389117
1.2809592963981,1.81505945941382,12.3454028453297,3.03240129851425e-06,0.00382178811983393,5.1647433346161
1.94974013772889,3.18335287773102,12.2018224465625,3.29768096931359e-06,0.00382178811983393,5.09317181908156
2.02905100005336,1.25935816221427,12.1902182791814,3.32023915427274e-06,0.00382178811983393,5.08733716106715
1.32928252034069,2.37491623854067,12.0173774942509,3.67769886016231e-06,0.00382178811983393,4.99952827523989
1.08162157513702,3.57442256233638,11.9387057880828,3.85462447007073e-06,0.00382178811983393,4.95899279131393
1.95104986472573,1.4805824907636,11.8688483132201,4.01980229817594e-06,0.00382178811983393,4.92269664213969
1.26333902004958,2.30624101007649,11.7831935755529,4.23332652580474e-06,0.00382178811983393,4.87780038677104
1.09318422480974,1.78012084809706,11.7311414116917,4.36931832206809e-06,0.00382178811983393,4.85030388432785
1.14714099498041,0.708308382368747,11.4541169394927,5.18129991053919e-06,0.00407694409902734,4.7012008585577
1.78413216433079,6.18556392813151,11.3564326438593,5.50716517610626e-06,0.00407694409902734,4.64749107326233
1.13516967423582,1.43301129622313,11.290846148765,5.73890479999979e-06,0.00407694409902734,4.61109107872236
1.56753490137986,1.55791291515327,11.2214748659509,5.99604940858115e-06,0.00407694409902734,4.57229122935169
1.02557956759959,3.45918386405298,11.1898406355172,6.11760100604317e-06,0.00407694409902734,4.55449499812933
1.02376493533924,1.89228624870102,11.0287221883529,6.78140258366328e-06,0.00418644807423188,4.46284207003661
1.04973065082285,0.577959244316635,11.0062691892504,6.88019333385732e-06,0.00418644807423188,4.44993362932303
1.02308097856218,1.25103000889121,10.8922515283291,7.40755263958678e-06,0.00431952913295904,4.38386307008904
0.959553257479955,1.86545946501324,10.5082755844626,9.54860990458044e-06,0.00528613064785088,4.15479281713912
1.0159366870429,5.59802871108004,10.4665463930871,9.82060713427101e-06,0.00528613064785088,4.12927193070713
0.997543572058752,1.72679482170525,10.3296029797432,1.07764112603883e-05,0.00554628929283012,4.04463264134292
1.04035737886858,1.827868982025,10.2867691555157,1.10965416362446e-05,0.00554628929283012,4.01787652113117
0.849313277653352,1.77688090985044,10.2145134225172,1.16611144811508e-05,0.00562749300564503,3.97243338737358
1.52887117629705,2.60846798393468,10.0032593981607,1.35061400790721e-05,0.00580286850378652,3.83731178037519
1.38921677625433,1.35492967126867,9.95273957546124,1.39946298229221e-05,0.00580286850378652,3.80449109234864
1.33776925708729,2.24125314007369,9.95249106753062,1.39970813219075e-05,0.00580286850378652,3.80432915635251
0.945859753414856,1.53147680407869,9.92140534008288,1.43075818615007e-05,0.00580286850378652,3.78403464640426
0.818263403416733,1.00709194529204,9.90792822408376,1.4444599786291e-05,0.00580286850378652,3.77521253174246
1.55983377613023,3.76272786008085,9.88559930516335,1.46748717138942e-05,0.00580286850378652,3.76056464608292
1.5880436343766,4.64787017777914,9.86159919964933,1.49269929357853e-05,0.00580286850378652,3.7447766740405
1.12572513419652,0.916027764219334,9.77306207976057,1.5900118382392e-05,0.00601411234490745,3.68613936894785
0.871375598841458,1.52320232334497,9.6619830515711,1.72234137760312e-05,0.00622483987866581,3.61168371354061
1.22339255677035,1.58874239893681,9.65211643491951,1.73468206693795e-05,0.00622483987866581,3.6050218162613
0.895878383781589,1.05868666016655,9.51774602381277,1.91303310797182e-05,0.00669322458651642,3.51349979314874
0.906028505238647,1.57840067935646,9.29613618910856,2.25405791511429e-05,0.00769403427366452,3.35925740455641
0.809845980644813,0.788476158870138,9.25445887184927,2.32555305341026e-05,0.00774907499582777,3.32978115991882
1.23835365756729,3.70216765293275,9.21083495220361,2.40312857351693e-05,0.00782134520613243,3.29876679731866
1.57392155152019,2.12788506928272,9.14216927047803,2.53119522949069e-05,0.00793362537478212,3.24961196891152
2.39301975332879,4.70733041917436,9.12439473564371,2.56558297235244e-05,0.00793362537478212,3.23682032173385
1.18004651162351,2.88606746681597,9.07382114549327,2.66633096352444e-05,0.00793362537478212,3.20027125799036
0.913081764841619,1.05302991622265,9.06794931949399,2.67831342040289e-05,0.00793362537478212,3.19601299771496
1.37228241119787,1.85635377490809,9.02187639574197,2.77445993348708e-05,0.00793362537478212,3.16249377368951
2.22632229305497,3.45138716224368,8.99168080823388,2.83957392491694e-05,0.00793362537478212,3.1404222695383
0.807975243347623,0.890999364312019,8.98697862011113,2.84986734273182e-05,0.00793362537478212,3.13697779709828
1.52388576999955,2.94647407433153,8.96831479753911,2.89113893614782e-05,0.00793362537478212,3.12328634640554
0.931757868091025,1.49226237972081,8.93899950550665,2.95732611108301e-05,0.00795918825473205,3.10171737156911
0.974499474566652,5.95073549164466,8.84869119227985,3.17215776223936e-05,0.0082690116446776,3.03477875370037
0.893016079924922,1.25310826888091,8.84125439498598,3.19061542559907e-05,0.0082690116446776,3.02923300014629
-0.96099220298331,3.50324346814598,-8.66909511761068,3.65350360056909e-05,0.00898274345359095,2.8994088224446
1.39386546625959,3.07924939341015,8.66641068822105,3.66129471622503e-05,0.00898274345359095,2.89736241512774
1.60873057557545,0.804365287787723,8.6532411446228,3.69978820839801e-05,0.00898274345359095,2.88731301829118
0.791398922693846,3.0541547235975,8.64545773608133,3.72275184214559e-05,0.00898274345359095,2.8813659030315
